Title,ID,Abstract,Full text,FT_Relevant_Lorena,FT_Relevant_Manuel,FT_Relevant_Katja,Comments_Lorena,Comments_Manuel,Comments_Katja,DOI
"Gaze stabilization test: Reliability, response stability, performance of healthy subjects and patients with concussion",302,"Gaze stabilization test (GST) and dynamic visual acuity (DVA) test are functional measures of the vestibulo-ocular reflex which helps to maintain clear vision during head movement. The purposes of this dissertation were threefold; first the reliability of GST and DVA test were examined. Twenty-nine patients with vestibular disease were tested repeatedly using the computerized InVision(TM) test. Results showed that the reliability of the tests were fair to poor with the DVA reliability better than the GST and the within-session reliability better than between-session reliability.                 In the second Aim, the goal was to obtain better understanding of the effect of optotype (the letter E) parameters on subjects' performance. The performance of twenty-one healthy young subjects on the GST was examined over a range of optotype sizes and presentation times. Results showed that the optotype parameters had a significant effect on subjects' performance with only one combination in which most healthy subjects were able to accomplish fast head velocities while being able to identify the optotype correctly. An optotype that is 0.30 logMAR above a subject's static vision and presented for 40 msec longer than minimum presentation time is recommended for future testing.                 Lastly, the preferred combination from the second Aim was used to examine the performance of twenty-two young patients following concussion and compare it with the healthy subjects from Aim 2. Correlations between patients' performance on the GST and their scores on tests commonly used following concussion were also examined. Results showed no significant differences between the performance of patients and that of healthy subjects on the GST. Also, there were no significant correlations between the GST and other measures used following concussion.                 Results show that the protocol used for the GST needed refinement. Special consideration is to be given to the optotype parameters used since these were found to significantly influence performance. The lack of significant differences between patients following concussion and healthy subjects could be due to the inclusion of all patients following concussion without objective evidence of vestibular involvement. Future studies should use specific optotype parameters and include patients following concussion with evidence of vestibular dysfunction.",,,,,,,,
Sensitivity to dynamic auditory and visual stimuli predicts nonword reading ability in both dyslexic and normal readers,303,"Background: Developmental dyslexia is a specific disorder of reading and spelling that affects 3-9% of school-age children and adults. Contrary to the view that it results solely from deficits in processes specific to linguistic analysis, current research has shown that deficits in more basic auditory or visual skills may contribute to the reading difficulties of dyslexic individuals. These might also have a crucial role in the development of normal reading skills. Evidence for visual deficits in dyslexia is usually found only with dynamic and not static stimuli, implicating the magnocellular pathway or dorsal visual stream as the cellular locus responsible. Studies of such a dissociation between the processing of dynamic and static auditory stimuli have not been reported previously. Results: We show that dyslexic individuals are less sensitive both to particular rates of auditory frequency modulation (2 Hz and 40 Hz but not 240 Hz) and to dynamic visual-motion stimuli. There were high correlations, for both dyslexic and normal readers, between their sensitivity to the dynamic auditory and visual stimuli. Nonword reading, a measure of phonological awareness believed crucial to reading development, was also found to be related to these sensory measures. Conclusions: These results further implicate neuronal mechanisms that are specialised for detecting stimulus timing and change as being dysfunctional in many dyslexic individuals. The dissociation observed in the performance of dyslexic individuals on different auditory tasks suggests a sub-modality division similar to that already described in the visual system. These dynamic tests may provide a non-linguistic means of identifying children at risk of reading failure.",,,,,,,,10.1016/S0960-9822(98)70320-3
Thematic Cartography for the Society,304,"'Thematic Cartography for the Society' is prepared on the basis of the best 30 papers presented at the 5th International Conference on Cartography and GIS held in Albena, Bulgaria in 2014. The aim of the conference is to register new knowledge and shape experiences about the latest achievements in cartography and GIS worldwide. At the same time, the focus is on the important European region - the Balkan Peninsula. The following topics are covered:User-friendly Internet and Web Cartography; User-oriented Map Design and Production; Context-oriented Cartographic Visualization; Map Interfaces for Volunteered Geographic Information; Sensing Technologies and their Integration with Maps; Cartography in Education. focus on user-oriented cartographic approaches. User-Friendly Internet and Web Cartography -- Open Data Platform for Data Integration, Visualisation and Map Design -- A Web-Oriented Geoinformation System Application for Forest Fire Danger Prediction in Typical Forests of the Ukraine -- An Integrated Web Mapping Solution to Assess the Effect of SLR on the Northern Coast of EGYPT {u2013} EGSLR -- Heattile, a New Method for Heatmap Implementations for Mobile Web-based Cartographic Applications -- User-Oriented Map Design and Production -- Designing Simple and Complex Animated Maps for Users from Different Age Groups, Employing the Appropriate Selection of Static and Dynamic Visual and Sound Variables -- Optimising the Selection of a Number of Choropleth Map Classes -- Elaboration of the Technology for Development of Planning Freedom Maps Using GIS Tools -- The Solution of Massive Tasks in GIS Exemplified by Determining Terrain Surface Types above Gas Pipelines in the Czech Republic -- Approaches to Infrastructure Provision of Spatial Water-ecological Data on the Ob ̀River Basin Systems -- Cartography and Geovisualisation Techniques in the Exploratory Study of Geodiversity: Almeria Case Study -- The Geographical Size of a Country and Methods for Its Calculation and Mapping -- The Academic Atlas of Czech History -- Context-Oriented Cartographic Visualisation -- Cognitive Aspects of Geovisualisation: A Case Study of Active and Passive Exploration in a Virtual Environment -- Assessing the Completeness and Positional Accuracy of OpenStreetMap in China -- Combining Geographical and Social Dynamics in Dynamic 3D Environments -- Cartographic Symbols Depicting Ecoregion Properties -- Preparing Simplified 3D Scenes of Multiple LODs of Buildings in Urban Areas Based on a Raster Approach and Information Theory -- Quantification and Mapping of Flood Regulating Ecosystem Services in Different Watersheds {u2013} Case Studies in Bulgaria and Arizona, USA -- Sensing Technologies and their Integration with Maps -- Sensing Technologies and Their Integration with Maps: Mapping Landscape Heterogeneity by Satellite Imagery -- Analysis of Image Transformation and Land Use/Land Cover for Temperature Trends on Landsat Imagery -- Environmental Data Visualisation EnVIS {u2013} Linking Real-Time Sensor Data to Spatial Data Infrastructures for Web-Based Visualisation -- Cartographic Issues of Volunteer Mapping of Environmental Noise Using Mobile Phones -- Cartography in Education -- Maps of Mars Compiled by Students at Lomonosov Moscow State University -- The Use of Cartograms in School Cartography -- Cartography as Intentional Distortion.",,,,,,,,10.1007/978-3-319-08180-9
Head stabilization shows visual and inertial dependence during passive stimulation: Implications for virtual rehabilitation,305,"Sensorimotor coordination relies on the fine calibration and integration of visual, vestibular, and somatosensory input. Using virtual environments (VE) allows for the dissociation of visual and inertial inputs to manipulate human behavioral outputs. Our goal was to employ VE technology in a novel manner to investigate how head stabilization is affected by spatiotemporal properties of dynamic visual input when combined with passive motion on a linear sled. Healthy adults (n = 12) wore a head-mounted display during naso-occipital sinusoidal horizontal whole body translations while seated. Subjects were secured in a seat with a five-point harness, with the head free to move. Frequency and amplitude of sinusoidal input (i.e., inertial conditions) were set to create overlapping conditions of maximum acceleration (amax) or velocity (v max). Four inertial conditions were combined with four visual conditions (VIS). VIS were created so that direction of optic flow either matched direction of passive motion or did not. The effect of near and far fixation distance within the VE was also tested. Head kinematics were collected with a three-axis gyro. Head stability showed a complex interaction dependent on changes in weighting of visual and inertial inputs that changed with the sled driving frequency. Inertial condition affected amplitude (p < 0.0000) and phase (p < 0.0000) of head pitch angular velocity. In the absence of visual input, head pitch velocity amplitude increased (p < 0.01). An interaction effect between inertial and VIS conditions on head yaw occurred in SW (p < 0.05). There was also a significant interaction of depth of field and inertial condition on amplitude (p < 0.001) and phase ( p < 0.05 ) of head yaw velocity in SW, especially during high vmax conditions. We conclude visual flow can organize lateral cervical responses despite being discordant with inertial input. When using VE for rehabilitation, possible unintended, involuntary or reflexive motor responses that may not be present in traditional training environments should be taken into consideration. © 2001-2011 IEEE.",,,,,,,,10.1109/TNSRE.2012.2237040
Acoustic characteristics of English fricatives Spectral Properties of Fricative Consonants Acoustic characteristics of English fricatives,306,"This study constitutes a large-scale comparative analysis of acoustic cues for classification of place of articulation in fricatives. To date, no single metric has been found to classify fricative place of articulation with a high degree of accuracy. This study presents spectral, amplitudinal, and temporal measurements that involve both static properties spectral peak location, spectral moments, noise duration, normalized amplitude, and F2 onset frequency and dynamic properties relative amplitude and locus equations. While all cues except locus equations consistently serve to distinguish sibilant from nonsibilant fricatives, the present results indicate that spectral peak location, spectral moments, and both normalized and relative amplitude serve to distinguish all four places of fricative articulation. These findings suggest that these static and dynamic acoustic properties can provide robust and unique information about all four places of articulation, despite variation in speaker, vowel context, and voicing.",,,,,,,,10.1121/1.1288413
Perception of static and dynamic acoustic cues to place of articulation in initial stop consonants,307,"Two recent accounts of the acoustic cues which specify place of articulation in syllable-initial stop consonants claim that they are located in the initial portions of the C V waveform and are context-free. Stevens and Blumstein [J. Acoust. Soc. Am. 64, 1358–1368 (1978)] have described the perceptually relevant spectral properties of these cues as static, while Kewley-Port [J. Acoust. Soc. Am. 73, 322-335 (1983)] describes these cues as dynamic. Three perceptual experiments were conducted to test predictions derived from these accounts. Experiment 1 confirmed that acoustic cues for place of articulation are located in the initial 20–40 ms of natural stop-vowel syllables. Next, short synthetic CV's modeled after natural syllables were generated using either a digital, parallel-resonance synthesizer in experiment 2 or linear prediction synthesis in experiment 3. One set of synthetic stimuli preserved the static spectral properties proposed by Stevens and Blumstein. Another set of synthetic stimuli preserved the dynamic properties suggested by Kewley-Port. Listeners in both experiments identified place of articulation significantly better from stimuli which preserved dynamic acoustic properties than from those based on static onset spectra. Evidently, the dynamic structure of the initial stop-vowel articulatory gesture can be preserved in context-free acoustic cues which listeners use to identify place of articulation. © 1983, Acoustical Society of America. All rights reserved.",,,,,,,,10.1121/1.389402
NPV Sensitivity Analysis: A Dynamic Excel Approach,308,"Financial analysts generally create static formulas for the computation of NPV.  When they do so, however, it is not readily apparent how sensitive the value of NPV is to changes in multiple interdependent and interrelated variables. It is the aim of this paper to analyze this variability by employing a dynamic, visually graphic presentation using Excel.  Our approach illustrates how these variables, when increased or decreased to reflect the potential range of values in a business case, change the value of NPV, and hence affect the decision about whether to proceed with the project or to reject it. Furthermore, since sales revenue is one of the least certain elements in the business case, the presentation includes a probability estimate of whether NPV will be positive or negative, assuming that sales revenue is normally distributed with a known mean and standard deviation. The business case we have chosen for illustrative purposes is a global energy project. Nevertheless, financial analysts in any industry should be able to apply our dynamic spreadsheet approach to their projects as well.",,,,,,,,10.19030/ajbe.v10i3.9983
"Soundscape characterization in a dynamic acoustic environment: Grand Passage, Nova Scotia, a planned in-stream tidal energy site",309,"The marine environment in the Bay of Fundy hosts a dynamic and diverse soundscape that is a fundamental component of the local ecosystem. The emergence of new human marine activities and infrastructure, such as tidal turbine installations, introduces new sound sources that change or disrupt the existing acoustic environment, but the full extent of these changes is not well understood and is not predictable. To better evaluate the effects of future tidal energy development on the local soundscape in Grand Passage, Nova Scotia, a thorough understanding of the pre-development characteristics must be established. The present research seeks to identify existing anthropophony, biophony, and geophony, and to evaluate the underlying mechanisms contributing to geophonic variability. Passive acoustic measurements have been conducted using long-term moored omnidirectional hydrophones, a moored 5-channel array, and drifting hydrophone arrays, enabling identification of dominant signals and source direction, estimation of pseudonoise masking effects due to turbulent flow, and analysis of diurnal, daily, seasonal, and annual variability as well as spatial variability within the study area. This paper provides an overview of the dominant sound sources and discusses the effects of environmental forcing on soundscape characteristics.",,,,,,,,10.1121/2.0000246
Experimental analysis of acoustic field control-based robot navigation,310,"This paper proposes novel robot navigation methods that utilize strong interaction between a designed field and a robot controller. In recent years, several studies have demonstrated the importance of interactions between different subject types (e.g., human-robot interaction, robot-environment interaction) instead of just that between a robot controller and an isolated subject. This study explores the robot-field interaction design to realize autonomous robot navigation, and verifies the proposed methods experimentally. We prepare acoustic navigation trails from the start to the goal; one is generated from multiple sounds with identical frequencies, while the other is generated from multiple sounds with different frequencies. For each field controller, both the dynamic acoustic trail and the static acoustic trail, two types of static robot controllers are designed based only on the present sensor data, namely, gradient-following controller and sound-habituation controller. The former is a microphone-array based controller for robots equipped with multiple microphones, while the latter is designed for robots with a single microphone. Throughout the real-world demonstration, we show the validity of our proposed methods.",,,,,,,,10.20965/jrm.2019.p0110
Dynamic sound localization in cats,311,Sound localization in cats and humans relies on head-centered acoustic cues. Studies have shown that humans are able to localize sounds during rapid head movements that are directed toward the target or other objects of interest. We studied whether cats are able to utilize similar dynamic acoustic cues to localize acoustic targets delivered during rapid eye-head gaze shifts. We trained cats with visual-auditory two-step tasks in which we presented a brief sound burst during saccadic eye-head gaze shifts toward a prior visual target. No consistent or significant differences in accuracy or precision were found between this dynamic task (2-step saccade) and the comparable static task (single saccade when the head is stable) in either horizontal or vertical direction. Cats appear to be able to process dynamic auditory cues and execute complex motor adjustments to accurately localize auditory targets during rapid eyehead gaze shifts.,,,,,,,,10.1152/jn.00105.2015
Dynamic stimulation evokes spatially focused receptive fields in bat auditory cortex,312,"Bats can orient and hunt for prey in complete darkness using echolocation. Due to the pulse-like character of call emission they receive a stroboscopic view of their environment. During target approach, bats adjust their emitted echolocation calls to the specific requirements of the dynamically changing environmental and behavioral context. In addition to changes of the spectro-temporal call features, the spatial focusing of the beam of the sonar emissions onto the target is a conspicuous feature during target tracking. The neural processes underlying the complex sensory-motor interactions during target tracking are not well understood. In this study, we used a two-tone-pulse paradigm with 81 combinations of inter-aural intensity differences and six inter-pulse intervals in a passive hearing task to tackle the question of how transient changes in the azimuthal position of successive sounds are encoded by neurons in the auditory cortex of the bat Phyllostomus discolor. In a population of cortical neurons (11%, 24 of 217), spatial receptive fields were focused to a small region of frontal azimuthal positions during dynamic stimulation with tone-pulse pairs at short inter-pulse intervals. The response of these neurons might be important for the behaviorally observed locking of the sonar beam onto a selected target during the later stages of target tracking. Most interestingly, the majority of these neurons (88%, 21 of 24) were located in the posterior dorsal part of the auditory cortex. This cortical subfield might thus be specifically involved in the analysis of dynamic acoustic scenes. © The Authors (2010). Journal Compilation © 2010 Federation of European Neuroscience Societies and Blackwell Publishing Ltd.",,,,,,,,10.1111/j.1460-9568.2009.07051.x
Effects of directional hearing aid settings on different laboratory measures of spatial awareness perception,313,"Hearing loss can negatively influence the spatial hearing abilities of hearing-impaired listeners, not only in static but also in dynamic auditory environments. Therefore, ways of addressing these deficits with advanced hearing aid algorithms need to be investigated. In a previous study based on virtual acoustics and a computer simulation of different bilateral hearing aid fittings, we investigated auditory source movement detectability in older hearing- impaired (OHI) listeners. We found that two directional processing algorithms could substantially improve the detectability of left-right and near-far source movements in the presence of reverberation and multiple interfering sounds. In the current study, we carried out similar measurements with a loudspeaker-based setup and wearable hearing aids. We fitted a group of 15 OHI listeners with bilateral behind-the-ear devices that were programmed to have three different directional processing settings. Apart from source movement detectability, we assessed two other aspects of spatial awareness perception. Using a street scene with up to five environmental sound sources, the participants had to count the number of presented sources or to indicate the movement direction of a single target signal. The data analyses showed a clear influence of the number of concurrent sound sources and the starting position of the moving target signal on the participants’ performance, but no influence of the different hearing aid settings. Complementary artificial head recordings showed that the acoustic differences between the three hearing aid settings were rather small. Another explanation for the lack of effects of the tested hearing aid settings could be that the simulated street scenario was not sufficiently sensitive. Possible ways of improving the sensitivity of the laboratory measures while maintaining high ecological validity and complexity are discussed.",,,,,,,,10.4081/audiores.2018.215
Passive perceptual learning versus active searching in a novel stimuli vigilance task,314,"A criticism of laboratory vigilance or sustained attention research is the employment of static monotonous tasks with repetitive targets as opposed to the use of dynamic tasks with novel target stimuli. Unfortunately dynamic tasks employing novel stimuli may result in the mixture of two cognitive processes: active sustained attention search and passive perceptual learning. Moreover, the relative engagement of these two processes may depend on individual differences. In the present study, we examined this by having participants perform a dynamic auditory vigilance task with rare novel targets. In addition, some participants performed this task while also performing a secondary motor tracking task, a dual-task scenario. In the dual-task scenario, participants who failed to accurately detect the first target stimuli showed improvements in their tracking performance with time-on-task, suggesting reserves of attention. This improvement in tracking performance was not evident for those who accurately detected the first target stimuli, as their attention was likely actively engaged (searching). In addition, participants in the dual-task scenario who accurately detected the first target stimuli reported high workload and increased post-task tense arousal, results characteristic of participants performing static vigilance tasks. These results indicate the possibility that in a dynamic vigilance task with novel target stimuli participants may diverge in how they approach the task. Some participants will actively monitor the display for targets (search), whereas others will passively learn the target stimuli. Thus, these tasks may pose significant challenges to researchers who wish to examine vigilance in isolation from perceptual learning.",,,,,,,,10.1007/s00221-015-4222-z
Compression and its effect on the speech signal,315,"Compression systems are often used in hearing aids to increase the wearing comfort. A patient has to readjust frequently the gain of a linear hearing aid because of the limited dynamic hearing range and the changing acoustical conditions. A great deal of attention has been given to the static parameters but very little to the dynamic parameters. We present a general method to describe the dynamic behavior of a compression system by comparing modulations at the output with modulations at the input. The use of this method resulted in a single parameter describing the temporal characteristics of a compressor, the cut-off modulation frequency. In this paper its value is compared with known properties of running speech. A limitation of this method is the use of only small modulation depths, and the consequence of this limitation is tested. The use of this method is described for an experimental digital compressor developed by the authors, and the effects of some temporal parameters such as attack and release time are studied. This method shows the rather large effects of some of the parameters on the effectiveness of a compressor on speech. This method is also used to analyze two generally accepted compression systems in hearing aids. The theoretical method is next compared to the effects of compression on the distribution of the amplitude envelope of running speech, and it could be shown that single-channel compression systems do not reduce the distribution width of speech filtered in frequency bands. This finding questions the use of compression systems for fitting the speech banana in the dynamic hearing range of impaired listeners.",,,,,,,,10.1097/00003446-199604000-00008
Two- to Eight-Month-Old Infants' Perception of Dynamic Auditory-Visual Spatial Colocation,316,"From birth, infants detect associations between the locations of static visual objects and sounds they emit, but there is limited evidence regarding their sensitivity to the dynamic equivalent when a sound-emitting object moves. In 4 experiments involving thirty-six 2-month-olds, forty-eight 5-month-olds, and forty-eight 8-month-olds, we investigated infants' ability to process this form of spatial colocation. Whereas there was no evidence of spontaneous sensitivity, all age groups detected a dynamic colocation during habituation and looked longer at test trials in which sound and sight were dislocated. Only 2-month-olds showed clear sensitivity to the dislocation relation, although 8-month-olds did so following additional habituation. These results are discussed relative to the intersensory redundancy hypothesis and work suggesting increasing specificity in processing with age. © 2011 The Authors. Child Development © 2011 Society for Research in Child Development, Inc.",,,,,,,,10.1111/j.1467-8624.2011.01593.x
HapticWalker-A Novel Haptic Foot Device,317,"This paper presents a new haptic locomotion interface, which comprises two programmable foot platforms with permanent foot machine contact. It is designed as a scalable and modular system with unit-by-unit extensibility offering up to six plus one degrees of freedom (DOF) per foot. The basic setup comprises three DOF per foot in the sagittal plane. The machine is based on a rigid hybrid parallel-serial robot kinematics structure. It is equipped with electrical direct drive motors , enabling highly dynamic footplate motions. For contact force measurement, six DOF force/torque sensors are mounted under each foot platform. The system was developed for major application in gait rehabilitation, hence great importance was attached to the incorporation of maximum passive and active security measures for machine users and medical operating personnel. The simulator is able to perform walking trajectories with speeds of up to 5 km/h and 120 steps/min. The system is able to simulate not only slow and ""smooth"" trajectories like walking on an even floor, up/down staircases, but also foot motions like walking on rough ground or even stumbling or sliding, which require high system dynamics. The machine is controlled by a self-developed full-featured robot control whose soft and hardware is based on up-to-date industrial standards and interfaces. The robot control software is based on RTLinux and runs on an industrial PC. The real-time motion generator includes a newly developed Fourier-based algorithm for the interpolation of natural cyclic walking trajectories. For the implementation of asynchronous events (e.g., sliding, stumbling), the controller comprises especially developed algorithms for automatic motion override adaptation. Different modes of haptic behavior needed for gait rehabilitation, ranging from full foot support during swing phase to completely passive behavior, are currently under development. Intuitive and safe machine operation by nontechnical personnel such as clinicians and physiotherapists is achieved via a separate Windows-based graphical user interface software comprising different window areas for machine programming and operation, real-time off-line simulation and online data visualization in two and three dimensions has been developed as well. A working prototype of the system has been built and tested successfully, including all soft and hardware components. Although the machine has been designed and built for major application in gait rehabilitation, its range of applicability is not limited to this area. It could be integrated into any setup requiring a highly dynamic haptic foot interface and permanent foot machine contact if needed.",,,,,,,,
The Effect of Binaural Beamforming Technology on Speech Intelligibility in Bimodal Cochlear Implant Recipients,318,"Although the benefit of bimodal listening in cochlear implant users has been agreed on, speech comprehension remains a challenge in acoustically complex real-life environments due to reverberation and disturbing background noises. One way to additionally improve bimodal auditory performance is the use of directional microphones. The objective of this study was to investigate the effect of a binaural beamformer for bimodal cochlear implant (CI) users. This prospective study measured speech reception thresholds (SRT) in noise in a repeated-measures design that varied in listening modality for static and dynamic listening conditions. A significant improvement in SRT of 4.7 dB was found with the binaural beamformer switched on in the bimodal static listening condition. No significant improvement was found in the dynamic listening condition. We conclude that there is a clear additional advantage of the binaural beamformer in bimodal CI users for predictable/static listening conditions with frontal target speech and spatially separated noise sources.",,,,,,,,10.1159/000487749
Generalized metrics for constant directivity,319,"Metrics are proposed for quantifying the extent to which a transducer's polar radiation (or sensitivity) pattern is invariant with frequency. As there is currently no established measure of this quality (often called ""controlled"" or ""constant directivity""), five metrics, each based on commonly-used criteria for constant directivity, are proposed: (1) a Fourier analysis of sensitivity contour lines (i.e., lines of constant sensitivity over frequency and angle), (2) the average of spectral distortions within a specified angular listening window, (3) the solid angle of the frontal region with distortions below a specified threshold, (4) the standard deviation of the directivity index, and (5) cross-correlations of polar responses. These metrics are computed for 10 loudspeakers that are ranked, from most constant-directive to least, according to each metric. The resulting values and rankings are compared and the suitability of each metric for comparing transducers in different applications is assessed. For critical listening applications in reflective or dynamic listening environments, metric 1 appears most suitable, while for such applications in acoustically-treated and static environments, metrics 2 and 3 may be preferable. Furthermore, for high-amplitude applications (e.g., live sound) in reflective or noisy environments, metrics 4 and 5 appear most suitable.",,,,,,,,10.17743/jaes.2019.0022
FluxMarker: Enhancing tactile graphics with dynamic tactile markers,320,"For people with visual impairments, tactile graphics are an impor-tant means to learn and explore information. However, raised line tactile graphics created with traditional materials such as emboss-ing are static. Whileavailable refreshable displays can dynamically change the content, they are still too expensive for manyusers, and are limited in size. Thesefactors limit wide-spread adoption and the representation of large graphics or data sets. In this paper, we present FluxMaker, an inexpensive scalable system that renders dy-namic information on top of static tactile graphics with movable tactile markers. These dynamic tactile markers can be easily re-configured and used to annotate static raised line tactile graphics, including maps, graphs, and diagrams. We developed a hardware prototype that actuates magnetic tactile markers driven by low-cost and scalable electromagnetic coil arrays, which can befabricated with standard printed circuit boardmanufacturing.Weevaluate our prototype with six participants with visual impairments and found positive results across four application areas: location finding or navigating on tactile maps, data analysis, and physicalization, fea-ture identification for tactile graphics, and drawing support. The user study confirms advantages in application domains such as ed-ucation and data exploration.",,,,,,,,10.1145/3132525.3132548
Stereohaptics Toolkit for Dynamic Tactile Experiences,321,"We introduce a toolkit for creating, editing, storing, sharing and broadcasting dynamic haptic media through current computing devices. Adapted from an audio-based infrastructure, our Stereohaptics toolkit uses off-the-shelf hardware components and available software tools to create various haptic interfaces and applications. Core of our toolkit is the Stereohaptics engine that processes inputs from embedded sensors and renders high definition haptic feedback on discrete actuator grids. We exploit sensory illusions in touch to generate the perception of objects and their motion on, around and through the user’s body and present psychophysical evidence of static and moving tactile illusions between two discretely spaced haptic actuators. The toolkit supports users to craft a variety of haptic effects on and across the body in a variety of grid configurations. We present design of the toolkit and its use in various activities and workshops. Our framework is easy-to-use and simple-to-adopt and can be applied to everyday handheld, wearable, augmented reality, virtual reality and extended reality applications.",,,,,,,,10.1007/978-3-030-30033-3_17
Electrospun gelatin nanofiber based self-powered bio-e-skin for health care monitoring,322,"Progress on smart self-powered electronic skin (e-skin) presents unique opportunities to detect and discriminate static human physiological signals and dynamic tactile stimuli. Nevertheless, development of piezoelectric materials possessing adequate flexibility, light weight, ease of large-area processing, low cost and environmental safety are attractive but remains a challenging choice for next-generation pressure/force sensors and mechanical energy harvesters. Here, we design a wearable bio-inspired piezoelectric pressure sensor (i.e., bio-e-skin) from structurally stable fish gelatin nanofibers (GNFs) using large area compatible electrospining technology. Owing to superior mechanosensitivity (~0.8 V kPa−1), the bio-e-skin can mimic spatiotemporal human perception and monitors real-time human physiological signals in non-invasive rational strategy. More importantly, nanoscale ferro– and piezo–electricity (d33~−20 pm/V) in GNFs, realized by piezoresponse force microscopy allow the bio-e-skin to be self-powered with excellent operational stability (over 108,000 cycles) and anti-fatigue (over 6 months) properties which solve the complication of external power supply for pressure sensing applications.",,,,,,,,10.1016/j.nanoen.2017.04.028
Dynamic Tactile Sensing: Perception of Fine Surface Features with Stress Rate Sensing,323,"Most robot tactile sensing research has focused on the static perception of object shape with tactile array sensors. In contrast, dynamic tactile sensing is presented, which is defined as sensing during motion for perception of high spatial and temporal frequencies. Applications include sensing fine surface features and textures and monitoring contact conditions for dextrous manipulation. One type of dynamic tactile sensor, the stress rate sensor, is described in detail here. It uses piezoelectric polymer transducers to measure the changes in stress induced in the sensor’s rubber skin as it traverses small surface features and textures. The signals are interpreted with the aid of a solid mechanics model of the contact interaction and a linear deconvolution filter. Experimental verification of the sensor’s performance, including the detection of surface features only 6.5 μm high, are presented. © 1993 IEEE",,,,,,,,10.1109/70.238278
I feel it in my fingers: Haptic guidance on touch surfaces,324,"Touch screens are on the rise and replace traditional knobs and buttons at a fast pace. However, their lack of tangible guidance and feedback can become a problem in scenarios where visual attention is scarce. Besides dynamic tactile feedback by vibrations, the usability of touch screens can be improved by static haptic structures such as shaped or structured surfaces. In this paper we describe the prototype of an in-vehicle application using unimanual four-finger interaction and haptic guidance in order to avoid visual distraction from the primary task of driving. We built a low fidelity prototype with static haptics using an Android tablet and silicone foil. A user study showed that flexible positioning of touch buttons mapped to the user's fingers was more convenient and produced fewer errors than fixed positioning. A curved haptic border provided the user with orientation and allowed a new selection mode: dragging buttons over the edge resulted in a reduced interaction time when compared to double tapping. We present several different variants for unimanual multifinger interaction on planar and non-planar surfaces. Our results can support the development of future concepts for blind interaction. Copyright © 2014 ACM.",,,,,,,,10.1145/2540930.2540938
Intact 2D-form recognition despite impaired tactile spatial acuity in complex regional pain syndrome type I,325,"Tactile acuity measured by 2-point discrimination performance is impaired in patients with complex regional pain syndrome type I (CRPS-I). This is mirrored by pain-associated shrinkage of the cortical representation of the affected limb. We investigated whether, also, more complex tactile performance assessed by a dynamic 2D-form perception task is disturbed in CRPS-I patients. Therefore, we developed a Braille-like recognition task (BT) for geometrical dot pattern identification by dynamic touch. We studied 47 healthy volunteers (Study I) and compared them to 16 CRPS-I patients (Study II). Besides recognition time and error quote of the BT, we assessed static 2-point discrimination thresholds (TPDT). In healthy subjects, the performance in the BT correlated significantly with age and TPDT. In CRPS patients, TPDT was significantly increased on the affected side compared to sex- and age-matched controls from study I (2.98 ± 0.84 mm vs 2.05 ± 0.82 mm, P < 0.01). The performance in the BT was not impaired in CRPS-I patients (compared to sex- and age-matched controls from study I) and was not correlated to the TPDT. The intact 2D-form recognition ability in CRPS-I patients might be explained by intact dynamic tactile and proprioceptive functions, which appear to be uncompromised by the impaired static tactile perception, provided that the spacing of the dot pattern is above the individual tactile acuity. These intact 2D-form perception capacities may also be related to higher sensory integration functions like the visual system and intact semantic understanding, which may be spared by the cortical reorganization phenomena in CRPS-I. © 2012 International Association for the Study of Pain. Published by Elsevier B.V. All rights reserved.",,,,,,,,10.1016/j.pain.2012.04.005
RoboGraphics,326,"Tactile graphics are a common way to present information to people with vision impairments. Tactile graphics can be used to explore a broad range of static visual content but aren’t well suited to representing animation or interactivity. We introduce a new approach to creating dynamic tactile graphics that combines a touch screen tablet, static tactile overlays, and small mobile robots. We introduce a prototype system called RoboGraphics and several proof-of-concept applications. We evaluated our prototype with seven participants with varying levels of vision, comparing the RoboGraphics approach to a flat screen, audio-tactile interface. Our results show that dynamic tactile graphics can help visually impaired participants explore data quickly and accurately.",,,,,,,,10.1145/3308561.3353804
Haptic perceptual intent in quiet standing affects multifractal scaling of postural fluctuations,327,"Research on dynamic touch has shown that when a rod strapped to the shoulders is wielded via axial rotations, flexions-extensions, and lateral bending of the trunk, participants can selectively perceive whole rod length and partial rod length (e.g., a leftward segment) with precision comparable to wielding by hand (Palatinus, Carello&Turvey, 2011). The present research addressed whether this haptic ability is preserved in quiet standing, when postural control is limited to center of pressure (COP) fluctuations at the mm/ms scale, and, if so, whether the intentions (""perceive partial,"" ""perceive whole"") are distinguishable within the fluctuations. Given standard manipulations of rod length and attached mass, participants provided significantly distinct, appropriately scaled, whole and partial estimates of rod length. COP displacement time series were subjected to multifractal, detrended fluctuation analysis. The resultant spectrum of fractal scaling exponents for gradually different-sized fluctuations revealed that ""perceive partial"" was manifest as larger exponents for progressively smaller fluctuations than ""perceive whole."" Our results indicate (a) that the significant mechanical variables for haptically perceiving object extent are available in the small scale of normal body sway, and (b) that these seemingly ""passive"" movements reflect the intention of the perceiver.",,,,,,,,10.1037/a0037247
